,company,job_title,company_rating,location,salary_avg_estimate,company_size,company_founded,employment_type,industry,sector,career_opportunities_rating,comp_and_benefits_rating,culture_and_values_rating,senior_management_rating,work_life_balance_rating
0,ABB,Junior Data Analyst,4.0,Bengaluru,325236.0,10000+ Employees,1883,Public,Electronics Manufacturing,Manufacturing,3.7,3.6,4.0,3.5,3.9
1,Beinex,Trainee in Data Science,3.9,Cochin,280977.0,201 to 500 Employees,2017,Private,Information Technology Support Services,Information Technology,3.8,3.6,3.9,3.9,3.5
2,Oracle,Data Scientist,3.8,Bengaluru,709930.0,10000+ Employees,1977,Public,Enterprise Software & Network Solutions,Information Technology,3.6,3.5,3.7,3.5,4.0
3,PhonePe,Data Scientist,4.1,Bengaluru,1024695.0,5001 to 10000 Employees,2015,Private,Internet & Web Services,Information Technology,4.0,4.2,4.1,3.7,3.8
4,BigShyft,Data Scientist,3.9,Bengaluru,2000000.0,1 to 50 Employees,2018,Private,HR Consulting,Human Resources & Staffing,3.7,3.8,3.5,3.3,3.1
5,Findem,Researcher - Data Operations Intern,4.3,Remote,9000.0,51 to 200 Employees,2019,Private,Internet & Web Services,Information Technology,4.2,4.3,4.1,4.2,4.0
6,News Corp,Data Analyst,3.6,Bengaluru,522206.0,10000+ Employees,2013,Public,Publishing,Media & Communication,3.5,3.4,3.3,3.2,3.5
7,"Medpace, Inc.",Clinical Data Coder,3.4,Thāne,579224.0,5001 to 10000 Employees,1992,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,3.3,3.0,3.2,3.0,3.2
8,Microsoft,Data Annotation Specialist,4.2,Hyderābād,317979.0,10000+ Employees,1975,Public,Computer Hardware Development,Information Technology,4.0,4.1,4.2,3.8,4.1
9,TVS Supply Chain Solutions,Data Entry Operator,3.4,Bengaluru,255288.0,501 to 1000 Employees,--,Private,Shipping & Trucking,Transportation & Logistics,3.2,2.9,3.0,3.0,3.0
10,Nissan,Data Engineer I,3.9,Thiruvananthapuram,443415.0,10000+ Employees,1933,Public,Transportation Equipment Manufacturing,Manufacturing,3.6,3.7,3.7,3.5,3.4
11,MathCo,Associate - Data Science,3.5,Bengaluru,876519.0,1001 to 5000 Employees,2016,Private,Business Consulting,Management & Consulting,3.6,3.4,3.6,3.2,2.9
12,Amex,Analyst - Data Analytics,4.2,Gurgaon,482311.0,10000+ Employees,1850,Public,Financial Transaction Processing,Finance,3.8,4.0,4.2,3.8,4.1
13,KPMG,Digital Trust S&G-Data Privacy and Ethics Analyst,3.8,Gurgaon,495831.0,10000+ Employees,1987,Private,Business Consulting,Management & Consulting,4.0,3.3,3.7,3.5,3.0
14,Infosys,Healthcare Data Analyst,3.8,Chennai,533713.0,10000+ Employees,1981,Public,Information Technology Support Services,Information Technology,3.8,3.0,4.0,3.5,3.7
15,Alcon,Data Analyst - Digital Health,3.8,Bengaluru,784161.0,10000+ Employees,1945,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,3.4,3.9,3.6,3.3,3.5
16,Deutsche Bank,Data Scientist,4.0,Pune,595940.0,10000+ Employees,1870,Public,Banking & Lending,Finance,3.9,3.8,4.1,3.7,4.1
17,Wipro,Data Analyst,3.7,Bengaluru,494975.0,10000+ Employees,1945,Public,Information Technology Support Services,Information Technology,3.6,3.2,3.7,3.3,3.5
18,NatWest Group,"Data Analyst, AVP",4.1,Gurgaon,579938.0,10000+ Employees,1727,Public,Banking & Lending,Finance,3.7,3.5,4.2,3.7,4.3
19,Telstra,Data Insights & Analytics Analyst,3.9,Bengaluru,1014936.0,10000+ Employees,1901,Public,Telecommunications Services,Telecommunications,3.6,3.7,3.9,3.5,4.2
20,BMC Software,Data Scientist,4.1,Pune,712088.0,5001 to 10000 Employees,1980,Private,Enterprise Software & Network Solutions,Information Technology,3.8,4.1,4.1,3.8,4.0
21,Reliance Games,Data Analytics,3.5,Pune,469012.0,51 to 200 Employees,--,Private,Video Game Publishing,Media & Communication,3.8,3.2,3.4,2.9,3.1
22,Intercontinental Exchange,Data Analyst I,3.8,Hyderābād,469042.0,5001 to 10000 Employees,2000,Public,Stock Exchanges,Finance,3.5,3.7,3.5,3.3,3.6
23,Infifresh Foods,Data Analyst,3.6,Bengaluru,948683.0,Unknown,2019,Private,Fishery,Agriculture,3.5,3.6,3.6,3.2,3.4
24,Coforge Ltd.,DATA ANALYST,3.6,Greater Noida,781721.0,10000+ Employees,2004,Public,Information Technology Support Services,Information Technology,3.4,3.3,3.5,3.2,3.5
25,"Medpace, Inc.",Data Coordinator,3.4,Thāne,589237.0,5001 to 10000 Employees,1992,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,3.3,3.0,3.2,3.0,3.2
26,Valenta BPO,Data Analyst,3.2,Bengaluru,550000.0,51 to 200 Employees,2014,Private,HR Consulting,Human Resources & Staffing,3.2,2.7,3.1,3.1,3.6
27,PhonePe,Senior Data Analyst,4.1,Bengaluru,777892.0,5001 to 10000 Employees,2015,Private,Internet & Web Services,Information Technology,4.0,4.2,4.1,3.7,3.8
28,Tata Consultancy Services,"Data Science, Python, GraphDB",3.8,Bengaluru,648074.0,10000+ Employees,1968,Public,Software Development,Information Technology,3.7,3.1,3.9,3.3,3.8
29,Tata Consultancy Services,Employee Data Governance!,3.8,Bengaluru,536656.0,10000+ Employees,1968,Public,Software Development,Information Technology,3.7,3.1,3.9,3.3,3.8
30,Infosys,Data Privacy_Consulting,3.8,Bengaluru,720103.0,10000+ Employees,1981,Public,Information Technology Support Services,Information Technology,3.8,3.0,4.0,3.5,3.7
31,Tata Technologies Europe,ALM Users - Data Mining,3.8,Bengaluru,789523.0,10000+ Employees,1989,Private,Research & Development,Management & Consulting,3.6,3.4,3.8,3.4,3.8
32,"Medpace, Inc.",Clinical Data Reviewer,3.4,Thāne,648398.0,5001 to 10000 Employees,1992,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,3.3,3.0,3.2,3.0,3.2
33,Sectigo,Data Analyst,3.4,Chennai,636962.0,201 to 500 Employees,2008,Private,Computer Hardware Development,Information Technology,3.0,2.9,3.0,3.0,3.3
34,Wrike Careers Page,Customer Support Data Analyst,3.8,Bengaluru,562146.0,1001 to 5000 Employees,2006,Private,Software Development,Information Technology,3.4,3.7,3.9,3.3,4.1
35,WovV Technologies,Data Engineer (WFH),4.7,Remote,1000000.0,Unknown,--,Public,--,--,4.5,4.5,4.6,4.6,4.6
36,Rotork,Data Analyst,3.7,Chennai,569738.0,1001 to 5000 Employees,--,Public,Electronics Manufacturing,Manufacturing,3.5,3.2,3.5,3.4,3.9
37,Wipro Limited,Data Privacy/Data Analyst,3.7,Bengaluru,494975.0,10000+ Employees,1945,Public,Information Technology Support Services,Information Technology,3.6,3.2,3.7,3.3,3.5
38,Nielsen,Data Scientist,3.6,Bengaluru,615061.0,10000+ Employees,1923,Public,Enterprise Software & Network Solutions,Information Technology,3.2,3.2,3.7,3.1,3.8
39,Fractal Analytics,Cloud Data Engineer,4.0,Bengaluru,881722.0,1001 to 5000 Employees,2000,Private,Business Consulting,Management & Consulting,4.0,3.7,4.2,3.8,3.9
40,HP,Data Analyst,4.1,Bengaluru,869528.0,10000+ Employees,1939,Public,Computer Hardware Development,Information Technology,3.7,3.7,4.3,3.8,4.2
41,CityLink Technology Solutions,Data Scientist,3.7,Pune,529150.0,1 to 50 Employees,2015,Private,Information Technology Support Services,Information Technology,4.5,2.7,3.9,3.7,4.4
42,Warner Bros Careers,Associate Data Engineer,3.6,Hyderābād,556230.0,10000+ Employees,2003,Public,Film Production,Media & Communication,3.1,3.6,3.4,3.0,3.6
43,Cargill,Data Engineer,4.1,Bengaluru,811773.0,10000+ Employees,1865,Private,Crop Production,Agriculture,3.8,3.9,4.1,3.6,3.8
44,JPMorgan Chase & Co,Reference Data Analyst - Team Leader,4.0,Bengaluru,657267.0,10000+ Employees,1799,Public,Banking & Lending,Finance,4.0,3.9,3.9,3.6,3.7
45,ZF,Senior Data scientist,3.9,Chennai,360000.0,10000+ Employees,1915,Public,Transportation Equipment Manufacturing,Manufacturing,3.6,3.7,3.7,3.3,3.8
46,ADCI MAA 12 SEZ,ML Data Associate I,3.7,Chennai,280854.0,10000+ Employees,1994,Public,Internet & Web Services,Information Technology,3.7,3.8,3.6,3.3,3.2
47,CommerceIQ,Data Scientist 1,3.1,Bengaluru,424264.0,201 to 500 Employees,2012,Private,Internet & Web Services,Information Technology,2.9,3.2,2.8,2.7,2.5
48,Mapmygenome,Data Scientist,2.8,Hyderābād,438887.0,51 to 200 Employees,--,Private,--,--,2.9,2.4,2.5,2.5,2.2
49,Dexcel Electronics Designs,Data Analytics,4.4,Bengaluru,745359.0,51 to 200 Employees,2010,Private,Information Technology Support Services,Information Technology,4.3,4.2,4.3,4.2,4.3
50,JPMorgan Chase & Co,Reference Data Analyst,4.0,Bengaluru,657267.0,10000+ Employees,1799,Public,Banking & Lending,Finance,4.0,3.9,3.9,3.6,3.7
51,Amex,Analyst-Data Science,4.2,Gurgaon,482311.0,10000+ Employees,1850,Public,Financial Transaction Processing,Finance,3.8,4.0,4.2,3.8,4.1
52,BookMyShow,Data Analyst - I,3.9,Mumbai,375292.0,501 to 1000 Employees,1999,Private,Ticket Sales,"Arts, Entertainment & Recreation",3.8,3.5,3.6,3.5,3.4
53,Educate Girls,Data Analyst,3.8,Jaipur,900000.0,1001 to 5000 Employees,--,Private,--,--,3.4,3.6,3.5,3.2,3.5
54,Ignitho,Data Analyst Associate,4.3,Chennai,835332.0,51 to 200 Employees,2016,Private,Information Technology Support Services,Information Technology,4.4,4.1,4.3,4.1,4.4
55,LKQ India,Data Analyst,3.8,Bengaluru,611782.0,10000+ Employees,1998,Public,Automotive Parts & Accessories Stores,Retail & Wholesale,3.7,3.6,3.9,3.6,3.9
56,NEAR,Big Data Analyst,4.3,Bengaluru,774730.0,51 to 200 Employees,2012,Private,Enterprise Software & Network Solutions,Information Technology,4.2,4.0,4.3,3.8,4.3
57,Equifax,Trainee - Data Scientist,3.5,Mumbai,987421.0,10000+ Employees,1899,Public,Business Consulting,Management & Consulting,3.4,3.4,3.3,3.1,3.4
58,Microsoft,DATA SCIENTIST,4.2,Bengaluru,506785.0,10000+ Employees,1975,Public,Computer Hardware Development,Information Technology,4.0,4.1,4.2,3.8,4.1
59,RARR Technologies Pvt Ltd,Snowflake Data Modeler,4.7,Remote,4500000.0,1 to 50 Employees,2018,Private,Software Development,Information Technology,4.7,4.5,4.9,4.9,4.8
60,Fractal Analytics,Data Scientist,4.0,Bengaluru,809278.0,1001 to 5000 Employees,2000,Private,Business Consulting,Management & Consulting,4.0,3.7,4.2,3.8,3.9
61,Aptroid Consulting,Junior Data Analyst,3.8,Hyderābād,379473.0,201 to 500 Employees,--,Private,--,--,3.5,4.3,3.7,3.6,3.1
62,Wizikey,Junior Data Engineer (Delhi- NCR),3.7,Gurgaon,619677.0,1 to 50 Employees,--,Private,--,--,3.7,3.0,3.6,3.4,3.6
63,Infosys,FHIR Data Analyst,3.8,Bengaluru,468897.0,10000+ Employees,1981,Public,Information Technology Support Services,Information Technology,3.8,3.0,4.0,3.5,3.7
64,Quantiphi,Data Analyst,4.3,Mumbai,647159.0,1001 to 5000 Employees,2013,Private,Business Consulting,Management & Consulting,4.1,4.0,4.0,4.0,3.5
65,Cargill,PMO Data and Reporting Analyst,4.1,Bengaluru,900000.0,10000+ Employees,1865,Private,Crop Production,Agriculture,3.8,3.9,4.1,3.6,3.8
66,Scymes Services Pvt. ltd,Reference Data Analyst,2.5,Bengaluru,22500.0,Unknown,--,Public,--,--,2.5,2.5,2.5,2.0,2.0
67,Agile CRM Inc.,Data Analyst,3.1,India,800000.0,51 to 200 Employees,2013,Private,Enterprise Software & Network Solutions,Information Technology,2.9,2.8,2.8,3.0,2.9
68,Forbes Advisor,Trainee - Data Research,3.6,Mumbai,317572.0,201 to 500 Employees,1917,Private,Publishing,Media & Communication,3.2,3.2,3.4,3.4,3.7
69,Airtel India,Data Analyst,4.1,Gurgaon,464758.0,10000+ Employees,1995,Public,Telecommunications Services,Telecommunications,4.0,3.9,3.9,3.7,3.6
70,Calix,Salesforce Data Specialist,4.8,Bengaluru,328634.0,1001 to 5000 Employees,1999,Public,Enterprise Software & Network Solutions,Information Technology,4.7,4.7,4.8,4.7,4.6
71,Cell Propulsion,Data Entry Operator,3.8,Bengaluru,10000.0,1 to 50 Employees,--,Private,--,--,3.7,2.9,3.3,3.2,3.2
72,Zeitview,Analyst - QC data labelling,3.2,Bengaluru,505240.0,1 to 50 Employees,2014,Private,Internet & Web Services,Information Technology,3.0,2.7,3.3,3.1,3.6
73,Merck KGaA Darmstadt Germany,"Data Analytics - TrackWise, Veeva, Palantir Foundry",4.0,Bengaluru,705220.0,10000+ Employees,1668,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,3.5,3.8,3.9,3.4,3.9
74,RARR Technologies Pvt Ltd,Specialist- Data Sciences,4.7,Remote,5200000.0,1 to 50 Employees,2018,Private,Software Development,Information Technology,4.7,4.5,4.9,4.9,4.8
75,ABB,R&D associate Engineer- Data Science,4.0,Bengaluru,575393.0,10000+ Employees,1883,Public,Electronics Manufacturing,Manufacturing,3.7,3.6,4.0,3.5,3.9
76,BHIVE Workspace,Associate – Data Management and Analysis,4.1,Bengaluru,354599.0,51 to 200 Employees,2014,Private,Real Estate,Real Estate,4.1,3.6,3.9,4.0,3.9
77,Bursys,Data Analyst Tranee,3.7,Panchkula,529150.0,51 to 200 Employees,2005,Private,Information Technology Support Services,Information Technology,3.7,3.5,3.5,3.5,3.5
78,Tata Consultancy Services,Data Analyst,3.8,Chennai,398701.0,10000+ Employees,1968,Public,Software Development,Information Technology,3.7,3.1,3.9,3.3,3.8
79,Log9 Materials,Data Scientist,3.9,Bengaluru,363878.0,51 to 200 Employees,2015,Private,Electronics Manufacturing,Manufacturing,4.1,3.6,4.1,3.6,3.8
80,ICON,Lab Data Analyst I,3.8,Bengaluru,421485.0,10000+ Employees,1990,Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,3.6,3.5,3.7,3.4,3.7
81,Nineleaps Technology Solutions Pvt Ltd,Data Analyst,4.2,Bengaluru,572576.0,201 to 500 Employees,2014,Private,Information Technology Support Services,Information Technology,4.1,3.8,4.0,3.8,3.8
82,Bradken,Data Scientist,4.3,Coimbatore,605338.0,1001 to 5000 Employees,2003,Public,Machinery Manufacturing,Manufacturing,4.1,3.9,4.1,3.8,4.2
83,UBS,Data Analyst,3.9,Hyderābād,727518.0,10000+ Employees,1862,Public,Investment & Asset Management,Finance,3.6,3.5,3.9,3.5,3.8
84,Tata Consultancy Services,Python + SQL,3.8,Hyderābād,419162.0,10000+ Employees,1968,Public,Software Development,Information Technology,3.7,3.1,3.9,3.3,3.8
85,Tata consulting engineers,Data Entry Cum Office Assistant,3.8,Bengaluru,346627.0,1001 to 5000 Employees,1962,Private,Architectural & Engineering Services,"Construction, Repair & Maintenance Services",3.7,3.3,3.9,3.4,3.6
86,Kovai.co,Data Analyst,4.5,Coimbatore,438621.0,51 to 200 Employees,2010,Private,Enterprise Software & Network Solutions,Information Technology,4.6,4.1,4.3,4.5,4.5
87,Vernacular.ai,Data Annotator,3.8,Bengaluru,219333.0,51 to 200 Employees,2016,Private,Enterprise Software & Network Solutions,Information Technology,3.5,3.8,3.7,3.4,3.8
88,Trelleborg Sealing Solutions (TSS),DATA ANALYST,3.7,Bengaluru,387298.0,10000+ Employees,1905,Public,Machinery Manufacturing,Manufacturing,3.3,3.5,3.3,3.2,3.3
89,Volvo Group,Experienced Data Scientist,4.1,Bengaluru,783182.0,10000+ Employees,1927,Public,Transportation Equipment Manufacturing,Manufacturing,3.8,3.8,4.1,3.7,4.1
90,Tata Consultancy Services,Data & Analytics Architect,3.8,Mumbai,393199.0,10000+ Employees,1968,Public,Software Development,Information Technology,3.7,3.1,3.9,3.3,3.8
91,WovV Technologies,Data Scientist,4.7,Pune,1000000.0,Unknown,--,Public,--,--,4.5,4.5,4.6,4.6,4.6
92,iXceed Solutions,Data Analyst,4.7,Gurgaon,2000000.0,501 to 1000 Employees,2012,Private,"Staffing, Recruitment & Subcontracting",Human Resources & Staffing,4.7,4.4,4.7,4.6,4.7
93,RARR Technologies Pvt Ltd,Azure Data Engineer,4.7,Remote,2500000.0,1 to 50 Employees,2018,Private,Software Development,Information Technology,4.7,4.5,4.9,4.9,4.8
94,AXA,Associate Scientist- Data Sourcing & Solutions,4.0,Bengaluru,798123.0,10000+ Employees,1985,Private,Insurance Carriers,Insurance,3.6,3.6,3.9,3.5,3.9
95,Concord Technologies,Data Annotator,4.6,Chennai,423868.0,51 to 200 Employees,1996,Private,Computer Hardware Development,Information Technology,4.4,4.5,4.5,4.4,4.4
96,Tata Consultancy Services,Data Lineage Analyst,3.8,Pune,413398.0,10000+ Employees,1968,Public,Software Development,Information Technology,3.7,3.1,3.9,3.3,3.8
97,Metyis,Data Science Associate,3.7,Bengaluru,869483.0,1001 to 5000 Employees,2013,Private,Business Consulting,Management & Consulting,3.8,3.3,3.9,3.5,4.0
98,Wesco,India-Bangalore: Data Steward,3.7,Bengaluru,580948.0,10000+ Employees,1922,Public,Wholesale,Retail & Wholesale,3.5,3.4,3.6,3.3,3.8
99,WSD Consultant,Junior Data Scientist/,5.0,Bengaluru,579655.0,Unknown,--,Private,--,--,5.0,3.0,4.0,5.0,4.0
100,CIGNEX Datamatics,Data quality analysts/engineers,3.3,Bengaluru,500799.0,501 to 1000 Employees,2000,Private,Information Technology Support Services,Information Technology,3.2,3.1,3.3,2.9,3.4
101,Intercontinental Exchange,Data Associate,3.8,Hyderābād,409878.0,5001 to 10000 Employees,2000,Public,Stock Exchanges,Finance,3.5,3.7,3.5,3.3,3.6
102,Ericsson,Data Engineer,4.1,Noida,701100.0,10000+ Employees,1876,Public,Telecommunications Services,Telecommunications,3.8,3.6,4.2,3.6,4.1
103,RARR Technologies Pvt Ltd,AWS Data Engineer,4.7,Remote,2500000.0,1 to 50 Employees,2018,Private,Software Development,Information Technology,4.7,4.5,4.9,4.9,4.8
104,Equifax,Data Scientist,3.5,Bengaluru,987421.0,10000+ Employees,1899,Public,Business Consulting,Management & Consulting,3.4,3.4,3.3,3.1,3.4
105,Schneider Electric,Data Engineer,4.2,Bengaluru,779846.0,10000+ Employees,1836,Public,Energy & Utilities,"Energy, Mining, Utilities",4.1,3.8,4.2,3.8,4.0
106,iCRC,BI Data Analyst,3.9,Bengaluru,460906.0,10000+ Employees,1863,Non-profit Organisation,"Civic, Welfare & Social Services",Non-profit & NGO,3.3,3.6,3.8,3.1,3.5
107,UBS,Data Engineer,3.9,Pune,579471.0,10000+ Employees,1862,Public,Investment & Asset Management,Finance,3.6,3.5,3.9,3.5,3.8
108,Cargill,Data Analyst - Price hub,4.1,Gurgaon,612372.0,10000+ Employees,1865,Private,Crop Production,Agriculture,3.8,3.9,4.1,3.6,3.8
109,Wipro,Azure Data Engineer,3.7,Hyderābād,588584.0,10000+ Employees,1945,Public,Information Technology Support Services,Information Technology,3.6,3.2,3.7,3.3,3.5
110,Amber Internet solutions,Data Analyst,4.3,Pune,494268.0,501 to 1000 Employees,2016,Private,Internet & Web Services,Information Technology,4.2,3.9,4.3,4.1,4.0
111,BDIPlus,Data Engineer ||,4.1,Bengaluru,1025086.0,Unknown,--,Private,Information Technology Support Services,Information Technology,4.1,4.0,4.0,3.8,3.5
112,SUPERDNA 3D LAB,Data Analyst,4.0,Chandigarh,467012.0,1 to 50 Employees,2017,Private,Information Technology Support Services,Information Technology,4.1,3.5,4.2,4.0,4.2
113,UBS,Data Sourcing Analyst,3.9,Pune,693988.0,10000+ Employees,1862,Public,Investment & Asset Management,Finance,3.6,3.5,3.9,3.5,3.8
114,Sea and Beyond,Data Entry,5.0,Mumbai,201246.0,Unknown,--,Private,--,--,5.0,5.0,5.0,5.0,5.0
115,JPMorgan Chase & Co,Data Operations Associate,4.0,Bengaluru,356835.0,10000+ Employees,1799,Public,Banking & Lending,Finance,4.0,3.9,3.9,3.6,3.7
116,UnitedHealthcare,Data Analyst 2,3.6,Bengaluru,663325.0,10000+ Employees,--,Public,Healthcare Services & Hospitals,Healthcare,3.6,3.5,3.7,3.3,3.6
